Date,Home,Away,RS,RA
monday aug 26,SFG,ARI,4,6
tuesday aug 27,SFG,ARI,2,3
thursday aug 29,ARI,LAD,11,5
friday aug 30,ARI,LAD,5,4
saturday aug 31,ARI,LAD,6,5
sunday sep 1,ARI,LAD,3,4
monday sep 2,ARI,SDP,14,7
tuesday sep 3,ARI,SDP,2,1
wednesday sep 4,ARI,SDP,4,1
friday sep 6,CIN,ARI,5,7
saturday sep 7,CIN,ARI,0,2
sunday sep 8,CIN,ARI,4,3
monday sep 9,NYM,ARI,3,1
tuesday sep 10,NYM,ARI,3,2
wednesday sep 11,NYM,ARI,9,0
thursday sep 12,NYM,ARI,11,1
friday sep 13,ARI,CIN,3,4
saturday sep 14,ARI,CIN,1,0
sunday sep 15,ARI,CIN,1,3
monday sep 16,ARI,MIA,7,5
tuesday sep 17,ARI,MIA,6,12
wednesday sep 18,ARI,MIA,5,4
friday sep 20,SDP,ARI,0,9
saturday sep 21,SDP,ARI,2,4
sunday sep 22,SDP,ARI,6,4
friday sep 27,ARI,SDP,6,3
saturday sep 28,ARI,SDP,6,5
sunday sep 29,ARI,SDP,1,0
monday apr 1,LAD,SFG,2,4
tuesday apr 2,LAD,SFG,6,5
wednesday apr 3,LAD,SFG,5,3
friday apr 5,COL,LAD,6,10
saturday apr 6,COL,LAD,2,7
sunday apr 7,COL,LAD,6,12
monday apr 15,LAD,CIN,4,3
tuesday apr 16,LAD,CIN,6,1
wednesday apr 17,LAD,CIN,3,2
friday apr 26,LAD,PIT,6,2
saturday apr 27,LAD,PIT,3,1
sunday apr 28,LAD,PIT,7,6
monday apr 29,SFG,LAD,3,2
tuesday apr 30,SFG,LAD,3,10
wednesday may 1,SFG,LAD,2,1
friday may 3,SDP,LAD,3,4
saturday may 4,SDP,LAD,6,7
sunday may 5,SDP,LAD,8,5
thursday may 9,LAD,WSN,0,6
friday may 10,LAD,WSN,5,0
saturday may 11,LAD,WSN,2,5
sunday may 12,LAD,WSN,6,0
tuesday may 14,LAD,SDP,6,3
wednesday may 15,LAD,SDP,2,0
friday may 17,CIN,LAD,0,6
saturday may 18,CIN,LAD,4,0
sunday may 19,CIN,LAD,3,8
tuesday may 21,TBR,LAD,3,7
wednesday may 22,TBR,LAD,8,1
friday may 24,PIT,LAD,2,10
saturday may 25,PIT,LAD,2,7
sunday may 26,PIT,LAD,7,11
monday may 27,LAD,NYM,9,5
tuesday may 28,LAD,NYM,3,7
wednesday may 29,LAD,NYM,9,8
thursday may 30,LAD,NYM,2,0
friday may 31,LAD,PHI,6,3
saturday jun 1,LAD,PHI,4,3
sunday jun 2,LAD,PHI,8,0
friday jun 7,SFG,LAD,2,1
saturday jun 8,SFG,LAD,2,7
sunday jun 9,SFG,LAD,0,1
monday jun 17,LAD,SFG,2,3
tuesday jun 18,LAD,SFG,9,0
wednesday jun 19,LAD,SFG,9,2
thursday jun 20,LAD,SFG,9,8
friday jun 21,LAD,COL,4,2
saturday jun 22,LAD,COL,5,4
sunday jun 23,LAD,COL,6,3
thursday jun 27,COL,LAD,8,12
friday jun 28,COL,LAD,13,9
saturday jun 29,COL,LAD,5,3
sunday jun 30,COL,LAD,5,10
thursday jul 4,LAD,SDP,5,1
friday jul 5,LAD,SDP,2,3
saturday jul 6,LAD,SDP,1,3
sunday jul 7,LAD,SDP,3,5
friday jul 12,BOS,LAD,8,1
saturday jul 13,BOS,LAD,2,11
sunday jul 14,BOS,LAD,4,7
monday jul 15,PHI,LAD,2,16
tuesday jul 16,PHI,LAD,9,8
wednesday jul 17,PHI,LAD,2,7
thursday jul 18,PHI,LAD,7,6
friday jul 19,LAD,MIA,2,1
saturday jul 20,LAD,MIA,10,6
sunday jul 21,LAD,MIA,9,0
friday jul 26,WSN,LAD,2,4
saturday jul 27,WSN,LAD,3,9
sunday jul 28,WSN,LAD,11,4
monday jul 29,COL,LAD,9,1
tuesday jul 30,COL,LAD,4,9
wednesday jul 31,COL,LAD,1,5
thursday aug 1,LAD,SDP,8,2
friday aug 2,LAD,SDP,2,5
saturday aug 3,LAD,SDP,4,1
sunday aug 4,LAD,SDP,11,10
tuesday aug 13,MIA,LAD,1,15
wednesday aug 14,MIA,LAD,1,9
thursday aug 15,MIA,LAD,13,7
friday aug 23,LAD,NYY,2,10
saturday aug 24,LAD,NYY,2,1
sunday aug 25,LAD,NYY,1,5
monday aug 26,SDP,LAD,4,3
tuesday aug 27,SDP,LAD,0,9
wednesday aug 28,SDP,LAD,4,6
monday sep 2,LAD,COL,16,9
tuesday sep 3,LAD,COL,5,3
wednesday sep 4,LAD,COL,7,3
friday sep 6,LAD,SFG,4,5
saturday sep 7,LAD,SFG,0,1
sunday sep 8,LAD,SFG,5,0
tuesday sep 10,BAL,LAD,3,7
wednesday sep 11,BAL,LAD,7,3
thursday sep 12,BAL,LAD,2,4
friday sep 13,NYM,LAD,2,9
saturday sep 14,NYM,LAD,3,0
sunday sep 15,NYM,LAD,2,3
tuesday sep 17,LAD,TBR,7,5
wednesday sep 18,LAD,TBR,7,8
friday sep 20,LAD,COL,12,5
saturday sep 21,LAD,COL,2,4
sunday sep 22,LAD,COL,7,4
tuesday sep 24,SDP,LAD,3,6
wednesday sep 25,SDP,LAD,4,6
thursday sep 26,SDP,LAD,0,1
friday sep 27,SFG,LAD,2,9
saturday sep 28,SFG,LAD,0,2
sunday sep 29,SFG,LAD,0,9
thursday mar 28,SDP,SFG,2,0
friday mar 29,SDP,SFG,4,1
saturday mar 30,SDP,SFG,2,3
sunday mar 31,SDP,SFG,3,1
friday apr 5,SFG,TBR,2,5
saturday apr 6,SFG,TBR,6,4
sunday apr 7,SFG,TBR,0,3
monday apr 8,SFG,SDP,5,6
tuesday apr 9,SFG,SDP,7,2
wednesday apr 10,SFG,SDP,1,3
thursday apr 11,SFG,COL,1,0
friday apr 12,SFG,COL,3,2
saturday apr 13,SFG,COL,5,2
sunday apr 14,SFG,COL,0,4
tuesday apr 16,WSN,SFG,3,7
wednesday apr 17,WSN,SFG,9,6
thursday apr 18,WSN,SFG,4,2
friday apr 19,PIT,SFG,4,1
saturday apr 20,PIT,SFG,3,1
sunday apr 21,PIT,SFG,2,3
friday apr 26,SFG,NYY,3,7
saturday apr 27,SFG,NYY,4,6
sunday apr 28,SFG,NYY,5,11
friday may 3,CIN,SFG,11,12
saturday may 4,CIN,SFG,9,2
sunday may 5,CIN,SFG,5,6
monday may 6,CIN,SFG,12,4
tuesday may 7,COL,SFG,4,14
thursday may 9,COL,SFG,12,11
friday may 10,SFG,CIN,0,7
saturday may 11,SFG,CIN,4,5
sunday may 12,SFG,CIN,6,5
tuesday may 28,MIA,SFG,11,3
wednesday may 29,MIA,SFG,4,2
thursday may 30,MIA,SFG,1,3
friday may 31,BAL,SFG,9,6
saturday jun 1,BAL,SFG,2,8
sunday jun 2,BAL,SFG,1,8
tuesday jun 4,NYM,SFG,3,9
wednesday jun 5,NYM,SFG,7,0
thursday jun 6,NYM,SFG,7,3
tuesday jun 11,SFG,SDP,6,5
wednesday jun 12,SFG,SDP,4,2
monday jun 24,SFG,COL,0,2
tuesday jun 25,SFG,COL,4,2
wednesday jun 26,SFG,COL,3,6
monday jul 1,SDP,SFG,2,13
tuesday jul 2,SDP,SFG,4,10
wednesday jul 3,SDP,SFG,5,7
monday jul 15 (1),COL,SFG,2,19
monday jul 15 (2),COL,SFG,1,2
tuesday jul 16,COL,SFG,4,8
wednesday jul 17,COL,SFG,8,11
thursday jul 18,SFG,NYM,3,2
friday jul 19,SFG,NYM,1,0
saturday jul 20,SFG,NYM,4,11
sunday jul 21,SFG,NYM,3,2
friday jul 26,SDP,SFG,1,2
saturday jul 27,SDP,SFG,5,1
sunday jul 28,SDP,SFG,6,7
tuesday jul 30,PHI,SFG,4,2
wednesday jul 31,PHI,SFG,1,5
thursday aug 1,PHI,SFG,10,2
friday aug 2,COL,SFG,5,4
saturday aug 3,COL,SFG,5,6
sunday aug 4,COL,SFG,6,2
monday aug 5,SFG,WSN,0,4
tuesday aug 6,SFG,WSN,3,5
wednesday aug 7,SFG,WSN,1,4
thursday aug 8,SFG,PHI,5,0
friday aug 9,SFG,PHI,6,9
saturday aug 10,SFG,PHI,3,1
sunday aug 11,SFG,PHI,9,6
thursday aug 29,SFG,SDP,3,5
friday aug 30,SFG,SDP,8,3
saturday aug 31,SFG,SDP,1,4
sunday sep 1,SFG,SDP,4,8
monday sep 9,SFG,PIT,4,6
tuesday sep 10,SFG,PIT,5,4
wednesday sep 11,SFG,PIT,3,6
thursday sep 12,SFG,PIT,2,4
friday sep 13,SFG,MIA,1,0
saturday sep 14,SFG,MIA,2,4
sunday sep 15,SFG,MIA,2,1
tuesday sep 17,BOS,SFG,6,7
wednesday sep 18,BOS,SFG,3,11
thursday sep 19,BOS,SFG,5,4
tuesday sep 24,SFG,COL,5,8
wednesday sep 25,SFG,COL,2,1
thursday sep 26,SFG,COL,8,3
thursday mar 28,MIN,CLE,2,0
saturday mar 30,MIN,CLE,1,2
sunday mar 31,MIN,CLE,9,3
monday apr 1,CLE,CHW,5,3
wednesday apr 3,CLE,CHW,3,8
tuesday apr 9,DET,CLE,2,8
wednesday apr 10,DET,CLE,4,1
thursday apr 11,DET,CLE,0,4
friday apr 12,KCR,CLE,8,1
saturday apr 13,KCR,CLE,3,0
sunday apr 14,KCR,CLE,9,8
monday apr 15,SEA,CLE,4,6
tuesday apr 16,SEA,CLE,2,4
wednesday apr 17,SEA,CLE,0,1
tuesday apr 23,CLE,MIA,1,3
wednesday apr 24,CLE,MIA,6,2
tuesday apr 30,MIA,CLE,4,7
wednesday may 1,MIA,CLE,4,2
friday may 3,CLE,SEA,2,1
saturday may 4,CLE,SEA,5,4
sunday may 5,CLE,SEA,0,10
monday may 6,CLE,CHW,1,9
tuesday may 7,CLE,CHW,0,2
wednesday may 8,CLE,CHW,5,3
thursday may 9,CLE,CHW,5,0
monday may 13,CHW,CLE,5,2
tuesday may 14,CHW,CLE,0,9
thursday may 16,CLE,BAL,14,7
friday may 17,CLE,BAL,1,5
saturday may 18,CLE,BAL,4,1
sunday may 19,CLE,BAL,10,0
thursday may 23,CLE,TBR,2,7
friday may 24,CLE,TBR,3,1
saturday may 25,CLE,TBR,2,6
sunday may 26,CLE,TBR,3,6
monday may 27,BOS,CLE,12,5
tuesday may 28,BOS,CLE,5,7
wednesday may 29,BOS,CLE,9,14
thursday may 30,CHW,CLE,10,4
friday may 31,CHW,CLE,6,1
saturday jun 1,CHW,CLE,2,5
sunday jun 2,CHW,CLE,2,0
tuesday jun 4,CLE,MIN,5,2
wednesday jun 5,CLE,MIN,9,7
thursday jun 6,CLE,MIN,4,5
friday jun 7,CLE,NYY,5,2
saturday jun 8,CLE,NYY,8,4
sunday jun 9,CLE,NYY,6,7
tuesday jun 11,CLE,CIN,2,1
wednesday jun 12,CLE,CIN,2,7
friday jun 14,DET,CLE,4,13
saturday jun 15,DET,CLE,2,4
sunday jun 16,DET,CLE,0,8
monday jun 17,TEX,CLE,7,2
tuesday jun 18,TEX,CLE,3,10
wednesday jun 19,TEX,CLE,4,10
thursday jun 20,TEX,CLE,4,2
friday jun 21,CLE,DET,7,6
saturday jun 22,CLE,DET,2,0
sunday jun 23,CLE,DET,8,3
monday jun 24,CLE,KCR,3,2
tuesday jun 25,CLE,KCR,6,8
wednesday jun 26,CLE,KCR,5,3
friday jun 28,BAL,CLE,13,0
saturday jun 29,BAL,CLE,13,0
sunday jun 30,BAL,CLE,0,2
tuesday jul 2,KCR,CLE,5,9
wednesday jul 3,KCR,CLE,0,4
thursday jul 4,KCR,CLE,4,8
saturday jul 6,CIN,CLE,2,7
sunday jul 7,CIN,CLE,1,11
friday jul 12,CLE,MIN,3,5
saturday jul 13,CLE,MIN,2,6
sunday jul 14,CLE,MIN,4,3
monday jul 15,CLE,DET,8,6
tuesday jul 16,CLE,DET,8,0
wednesday jul 17,CLE,DET,7,2
thursday jul 18,CLE,DET,6,3
friday jul 19,CLE,KCR,10,5
saturday jul 20,CLE,KCR,0,1
sunday jul 21,CLE,KCR,5,4
thursday jul 25,KCR,CLE,4,5
friday jul 26,KCR,CLE,3,8
saturday jul 27,KCR,CLE,1,9
sunday jul 28,KCR,CLE,9,6
monday aug 5,CLE,TEX,0,1
wednesday aug 7 (1),CLE,TEX,2,0
wednesday aug 7 (2),CLE,TEX,5,1
thursday aug 8,MIN,CLE,5,7
friday aug 9,MIN,CLE,2,6
saturday aug 10,MIN,CLE,4,1
sunday aug 11,MIN,CLE,3,7
monday aug 12,CLE,BOS,6,5
tuesday aug 13,CLE,BOS,6,7
wednesday aug 14,CLE,BOS,1,5
thursday aug 15,NYY,CLE,5,19
friday aug 16,NYY,CLE,3,2
saturday aug 17,NYY,CLE,6,5
sunday aug 18,NYY,CLE,4,8
tuesday aug 20,NYM,CLE,9,2
wednesday aug 21,NYM,CLE,4,3
thursday aug 22,NYM,CLE,2,0
friday aug 23,CLE,KCR,4,1
saturday aug 24,CLE,KCR,4,2
sunday aug 25,CLE,KCR,8,9
tuesday aug 27,DET,CLE,1,10
wednesday aug 28,DET,CLE,2,4
thursday aug 29,DET,CLE,0,2
friday aug 30,TBR,CLE,4,0
saturday aug 31,TBR,CLE,9,6
sunday sep 1,TBR,CLE,8,2
monday sep 2,CLE,CHW,11,3
tuesday sep 3,CLE,CHW,5,6
wednesday sep 4,CLE,CHW,8,6
thursday sep 5,CLE,CHW,1,7
friday sep 6,MIN,CLE,2,6
saturday sep 7,MIN,CLE,5,3
sunday sep 8,MIN,CLE,2,5
saturday sep 14 (1),CLE,MIN,0,2
saturday sep 14 (2),CLE,MIN,5,9
sunday sep 15,CLE,MIN,7,5
tuesday sep 17,CLE,DET,7,2
wednesday sep 18,CLE,DET,2,1
thursday sep 19,CLE,DET,7,0
friday sep 20,CLE,PHI,5,2
saturday sep 21,CLE,PHI,4,9
sunday sep 22,CLE,PHI,10,1
tuesday sep 24,CHW,CLE,0,11
wednesday sep 25,CHW,CLE,8,3
thursday sep 26,CHW,CLE,8,0
friday sep 27,WSN,CLE,8,2
saturday sep 28,WSN,CLE,10,7
sunday sep 29,WSN,CLE,8,2
thursday mar 28,SEA,BOS,12,4
friday mar 29,SEA,BOS,6,7
saturday mar 30,SEA,BOS,6,5
sunday mar 31,SEA,BOS,10,8
friday apr 5,CHW,SEA,10,8
saturday apr 6,CHW,SEA,2,9
sunday apr 7,CHW,SEA,5,12
monday apr 8,KCR,SEA,5,13
tuesday apr 9,KCR,SEA,3,6
wednesday apr 10,KCR,SEA,5,6
thursday apr 11,KCR,SEA,6,7
tuesday apr 23,SDP,SEA,6,3
wednesday apr 24,SDP,SEA,1,0
thursday apr 25,SEA,TEX,14,2
friday apr 26,SEA,TEX,5,4
saturday apr 27,SEA,TEX,1,15
sunday apr 28,SEA,TEX,1,14
monday may 6,NYY,SEA,7,3
tuesday may 7,NYY,SEA,5,4
wednesday may 8,NYY,SEA,1,10
thursday may 9,NYY,SEA,3,1
friday may 10,BOS,SEA,14,1
saturday may 11,BOS,SEA,9,5
sunday may 12,BOS,SEA,11,2
thursday may 16,SEA,MIN,6,11
friday may 17,SEA,MIN,1,7
saturday may 18,SEA,MIN,4,18
sunday may 19,SEA,MIN,7,4
monday may 20,TEX,SEA,10,9
tuesday may 21,TEX,SEA,5,3
wednesday may 22,TEX,SEA,2,1
monday may 27,SEA,TEX,6,2
tuesday may 28,SEA,TEX,4,11
wednesday may 29,SEA,TEX,7,8
tuesday jun 11,MIN,SEA,6,5
wednesday jun 12,MIN,SEA,6,9
thursday jun 13,MIN,SEA,10,5
monday jun 17,SEA,KCR,4,6
tuesday jun 18,SEA,KCR,0,9
wednesday jun 19,SEA,KCR,8,2
thursday jun 20,SEA,BAL,5,2
friday jun 21,SEA,BAL,10,9
saturday jun 22,SEA,BAL,4,8
sunday jun 23,SEA,BAL,13,3
monday jul 22,SEA,TEX,7,3
tuesday jul 23,SEA,TEX,2,7
wednesday jul 24,SEA,TEX,5,3
thursday jul 25,SEA,DET,10,2
friday jul 26,SEA,DET,3,2
saturday jul 27,SEA,DET,8,1
sunday jul 28,SEA,DET,3,2
tuesday jul 30,TEX,SEA,5,8
wednesday jul 31,TEX,SEA,9,7
tuesday aug 6,SEA,SDP,4,9
wednesday aug 7,SEA,SDP,3,2
friday aug 9,SEA,TBR,3,5
saturday aug 10,SEA,TBR,4,5
sunday aug 11,SEA,TBR,0,1
tuesday aug 13,DET,SEA,6,11
wednesday aug 14,DET,SEA,3,2
thursday aug 15,DET,SEA,2,7
monday aug 19,TBR,SEA,3,9
tuesday aug 20,TBR,SEA,4,7
wednesday aug 21,TBR,SEA,7,6
monday aug 26,SEA,NYY,4,5
tuesday aug 27,SEA,NYY,0,7
wednesday aug 28,SEA,NYY,3,7
thursday aug 29,TEX,SEA,3,5
friday aug 30,TEX,SEA,6,3
saturday aug 31,TEX,SEA,3,2
sunday sep 1,TEX,SEA,3,11
tuesday sep 10,SEA,CIN,4,3
wednesday sep 11,SEA,CIN,5,3
thursday sep 12,SEA,CIN,5,11
friday sep 13,SEA,CHW,7,9
saturday sep 14,SEA,CHW,2,1
sunday sep 15,SEA,CHW,11,10
tuesday sep 17,PIT,SEA,0,6
wednesday sep 18,PIT,SEA,1,4
thursday sep 19,PIT,SEA,5,6
friday sep 20,BAL,SEA,5,3
saturday sep 21,BAL,SEA,6,7
sunday sep 22,BAL,SEA,2,1
thursday mar 28,MIA,COL,3,6
friday mar 29,MIA,COL,1,6
saturday mar 30,MIA,COL,7,3
sunday mar 31,MIA,COL,3,0
monday apr 1,MIA,NYM,3,7
tuesday apr 2,MIA,NYM,5,6
wednesday apr 3,MIA,NYM,4,6
tuesday apr 9,CIN,MIA,14,0
wednesday apr 10,CIN,MIA,2,1
thursday apr 11,CIN,MIA,5,0
friday apr 12,MIA,PHI,1,9
saturday apr 13,MIA,PHI,10,3
sunday apr 14,MIA,PHI,1,3
friday apr 19,MIA,WSN,3,2
saturday apr 20,MIA,WSN,9,3
sunday apr 21,MIA,WSN,0,5
thursday apr 25,PHI,MIA,1,3
friday apr 26,PHI,MIA,4,0
saturday apr 27,PHI,MIA,12,9
sunday apr 28,PHI,MIA,5,1
friday may 10,NYM,MIA,11,2
saturday may 11,NYM,MIA,4,1
tuesday may 14,MIA,TBR,0,4
wednesday may 15,MIA,TBR,0,1
friday may 17,MIA,NYM,8,6
saturday may 18,MIA,NYM,2,0
sunday may 19,MIA,NYM,3,0
tuesday may 21,DET,MIA,4,5
wednesday may 22,DET,MIA,3,6
thursday may 23,DET,MIA,2,5
friday may 24,WSN,MIA,12,10
saturday may 25,WSN,MIA,5,0
sunday may 26,WSN,MIA,9,6
monday may 27,WSN,MIA,2,3
friday may 31,SDP,MIA,5,2
saturday jun 1,SDP,MIA,3,9
sunday jun 2,SDP,MIA,3,9
friday jun 14,MIA,PIT,0,11
saturday jun 15,MIA,PIT,4,3
sunday jun 16,MIA,PIT,4,5
friday jun 21,PHI,MIA,1,2
saturday jun 22,PHI,MIA,3,5
sunday jun 23,PHI,MIA,4,6
tuesday jun 25,MIA,WSN,1,6
wednesday jun 26,MIA,WSN,5,7
thursday jun 27,MIA,WSN,5,8
friday jun 28,MIA,PHI,6,2
saturday jun 29,MIA,PHI,9,6
sunday jun 30,MIA,PHI,6,13
tuesday jul 2,WSN,MIA,3,2
wednesday jul 3,WSN,MIA,3,1
thursday jul 4,WSN,MIA,5,2
friday jul 12,MIA,NYM,8,4
saturday jul 13,MIA,NYM,2,4
sunday jul 14,MIA,NYM,2,6
tuesday jul 16,MIA,SDP,12,7
wednesday jul 17,MIA,SDP,2,3
thursday jul 18,MIA,SDP,4,3
monday jul 22,CHW,MIA,9,1
tuesday jul 23,CHW,MIA,1,5
wednesday jul 24,CHW,MIA,0,2
tuesday jul 30,MIA,MIN,1,2
wednesday jul 31,MIA,MIN,4,7
thursday aug 1,MIA,MIN,5,4
saturday aug 3,TBR,MIA,8,6
sunday aug 4,TBR,MIA,7,2
monday aug 5 (1),NYM,MIA,6,2
monday aug 5 (2),NYM,MIA,5,4
tuesday aug 6,NYM,MIA,5,0
wednesday aug 7,NYM,MIA,7,2
friday aug 16,COL,MIA,3,0
saturday aug 17,COL,MIA,11,4
sunday aug 18,COL,MIA,7,6
friday aug 23,MIA,PHI,19,11
saturday aug 24,MIA,PHI,3,9
sunday aug 25,MIA,PHI,3,2
monday aug 26,MIA,CIN,3,6
tuesday aug 27,MIA,CIN,5,8
wednesday aug 28,MIA,CIN,0,5
thursday aug 29,MIA,CIN,4,3
friday aug 30,WSN,MIA,7,6
saturday aug 31,WSN,MIA,7,0
sunday sep 1,WSN,MIA,9,3
tuesday sep 3,PIT,MIA,4,5
wednesday sep 4,PIT,MIA,6,5
thursday sep 5,PIT,MIA,7,10
friday sep 6,MIA,KCR,0,3
saturday sep 7,MIA,KCR,2,7
sunday sep 8,MIA,KCR,9,0
friday sep 20,MIA,WSN,4,6
saturday sep 21,MIA,WSN,4,10
sunday sep 22,MIA,WSN,5,3
monday sep 23,NYM,MIA,4,8
tuesday sep 24,NYM,MIA,5,4
wednesday sep 25,NYM,MIA,10,3
thursday sep 26,NYM,MIA,2,4
friday sep 27,PHI,MIA,5,4
saturday sep 28,PHI,MIA,9,3
sunday sep 29,PHI,MIA,3,4
thursday mar 28,WSN,NYM,0,2
saturday mar 30,WSN,NYM,8,11
sunday mar 31,WSN,NYM,6,5
thursday apr 4,NYM,WSN,0,4
saturday apr 6,NYM,WSN,6,5
sunday apr 7,NYM,WSN,9,12
tuesday apr 9,NYM,MIN,8,14
wednesday apr 10,NYM,MIN,9,6
monday apr 15,PHI,NYM,6,7
tuesday apr 16,PHI,NYM,14,3
wednesday apr 17,PHI,NYM,3,2
monday apr 22,NYM,PHI,5,1
tuesday apr 23,NYM,PHI,9,0
wednesday apr 24,NYM,PHI,0,6
monday apr 29,NYM,CIN,4,5
tuesday apr 30,NYM,CIN,4,3
wednesday may 1,NYM,CIN,0,1
thursday may 2,NYM,CIN,1,0
monday may 6,SDP,NYM,4,0
tuesday may 7,SDP,NYM,6,7
wednesday may 8,SDP,NYM,3,2
tuesday may 14,WSN,NYM,2,6
wednesday may 15,WSN,NYM,5,1
thursday may 16,WSN,NYM,7,6
monday may 20,NYM,WSN,5,3
tuesday may 21,NYM,WSN,6,5
wednesday may 22,NYM,WSN,6,1
thursday may 23,NYM,WSN,6,4
friday may 24,NYM,DET,8,9
saturday may 25,NYM,DET,5,4
sunday may 26,NYM,DET,4,3
friday jun 7,NYM,COL,1,5
saturday jun 8,NYM,COL,5,3
sunday jun 9,NYM,COL,6,1
tuesday jun 11 (1),NYY,NYM,12,5
tuesday jun 11 (2),NYY,NYM,4,10
monday jun 24,PHI,NYM,13,7
tuesday jun 25,PHI,NYM,7,5
wednesday jun 26,PHI,NYM,5,4
thursday jun 27,PHI,NYM,6,3
tuesday jul 2,NYM,NYY,4,2
wednesday jul 3,NYM,NYY,1,5
friday jul 5,NYM,PHI,2,7
saturday jul 6,NYM,PHI,6,5
sunday jul 7,NYM,PHI,3,8
tuesday jul 16,MIN,NYM,2,3
wednesday jul 17,MIN,NYM,4,14
tuesday jul 23,NYM,SDP,5,2
wednesday jul 24,NYM,SDP,2,7
thursday jul 25,NYM,SDP,4,0
friday jul 26,NYM,PIT,6,3
saturday jul 27,NYM,PIT,3,0
sunday jul 28,NYM,PIT,8,7
tuesday jul 30,CHW,NYM,2,5
wednesday jul 31,CHW,NYM,2,4
thursday aug 1,CHW,NYM,0,4
friday aug 2,PIT,NYM,8,4
saturday aug 3,PIT,NYM,5,7
sunday aug 4,PIT,NYM,2,13
friday aug 9,NYM,WSN,7,6
saturday aug 10,NYM,WSN,4,3
sunday aug 11,NYM,WSN,4,7
friday aug 16,KCR,NYM,4,1
saturday aug 17,KCR,NYM,1,4
sunday aug 18,KCR,NYM,5,11
friday aug 30,PHI,NYM,5,11
